#R_planet
4.232952930e+06
#RRR|RRR50|RR|RR50|U25|U50|U75|Umean|U25mean|U75mean|deltaU25|deltaU50|deltaU75|deltaUmean|deltaU25mean|deltaU75mean|S25|S50|S75|Smean|S25mean|S75mean|deltaS25|deltaS50|delatS75|deltaSmean|deltaS25mean|deltaS75mean|T25|T50|T75|Tmean|T25mean|T75mean|deltaT25|deltaT50|deltaT75|deltaTmean|deltaT25|deltaT75|P25|P50|P75|Pmean|P25mean|P75mean|deltaP25|deltaP50|deltaP75|deltaPmean|deltaP25mean|deltaP75mean|rho25|rho50|rho75|rhomean|rho25mean|rho75mean
1.787336860e+05|1.902741631e+05|1.414263342e+05|1.423124770e+05|2.465773250e+06|2.479783750e+06|2.493620688e+06|2.479361250e+06|2.462693500e+06|2.496029500e+06|4.697992500e+05|5.035518750e+05|5.390533750e+05|5.062979688e+05|4.673243125e+05|5.452715625e+05|2.006639754e+03|2.009968358e+03|2.013303680e+03|2.009978527e+03|2.005571174e+03|2.014385880e+03|1.543540867e+02|1.576841916e+02|1.610180157e+02|1.576917944e+02|1.532846042e+02|1.620989846e+02|3.922186480e+03|3.946890824e+03|3.970111327e+03|3.946125659e+03|3.917339549e+03|3.974911770e+03|8.568774292e+02|8.991460418e+02|9.401239593e+02|9.007723164e+02|8.509555249e+02|9.505891078e+02|4.478279987e+10|4.506039091e+10|4.539198362e+10|4.505921946e+10|4.470513664e+10|4.541328998e+10|4.580374528e+09|6.016532480e+09|8.152177664e+09|6.260210176e+09|4.217811200e+09|8.302608896e+09|7.891376587e+03|7.899852539e+03|7.906218750e+03|7.898490234e+03|7.889029785e+03|7.907949219e+03
2.717010729e+05|2.720804960e+05|2.122036744e+05|2.227999725e+05|2.455838375e+06|2.470842625e+06|2.486586375e+06|2.470661000e+06|2.453186000e+06|2.488136000e+06|4.752924062e+05|5.103425625e+05|5.509503438e+05|5.124875312e+05|4.695598438e+05|5.554151250e+05|2.005077611e+03|2.009697850e+03|2.013063783e+03|2.009197920e+03|2.004269872e+03|2.014125968e+03|1.527893914e+02|1.574116790e+02|1.607759177e+02|1.569109000e+02|1.519829324e+02|1.618388677e+02|3.908275163e+03|3.931028045e+03|3.961286878e+03|3.933315421e+03|3.902754108e+03|3.963876733e+03|8.554628329e+02|9.010682266e+02|9.573750933e+02|9.062195500e+02|8.510415658e+02|9.613975343e+02|4.447494656e+10|4.473727181e+10|4.500018074e+10|4.474805453e+10|4.441661850e+10|4.507949466e+10|4.649027584e+09|6.441762816e+09|9.140635648e+09|6.750025216e+09|4.449773568e+09|9.050276864e+09|7.883353271e+03|7.891099365e+03|7.898429810e+03|7.890674316e+03|7.881001953e+03|7.900348145e+03
3.231326010e+05|3.226932715e+05|2.527960061e+05|2.768265707e+05|2.445143812e+06|2.460079250e+06|2.474861125e+06|2.459821750e+06|2.441287250e+06|2.478356000e+06|4.695601562e+05|5.057835000e+05|5.381612188e+05|5.035362812e+05|4.595339688e+05|5.475386250e+05|2.003846093e+03|2.008183486e+03|2.011953677e+03|2.008088046e+03|2.002748777e+03|2.013427315e+03|1.515560541e+02|1.558985778e+02|1.596669865e+02|1.558009608e+02|1.504615365e+02|1.611403851e+02|3.891800046e+03|3.916268610e+03|3.942732653e+03|3.917111434e+03|3.884626273e+03|3.949596594e+03|8.438373313e+02|8.936045082e+02|9.403925039e+02|8.924575860e+02|8.345104804e+02|9.504046917e+02|4.415481958e+10|4.437109760e+10|4.464316314e+10|4.437618278e+10|4.405477376e+10|4.469757542e+10|4.680269824e+09|6.265317376e+09|8.448590848e+09|6.481592320e+09|4.204062208e+09|8.759123968e+09|7.873656006e+03|7.880485840e+03|7.891011230e+03|7.881601074e+03|7.871771484e+03|7.891431641e+03
3.614939568e+05|3.623338448e+05|2.814756224e+05|3.057913860e+05|2.440615188e+06|2.458614500e+06|2.474404812e+06|2.457190500e+06|2.438074500e+06|2.476306250e+06|4.594491562e+05|5.111443750e+05|5.403400938e+05|5.023366875e+05|4.596699062e+05|5.450035000e+05|2.004094887e+03|2.008616813e+03|2.012624069e+03|2.008138915e+03|2.003033933e+03|2.013243896e+03|1.518082543e+02|1.563275591e+02|1.603352372e+02|1.558514147e+02|1.507465896e+02|1.609562398e+02|3.885391630e+03|3.916023411e+03|3.942744437e+03|3.913672652e+03|3.880436587e+03|3.946908717e+03|8.444148241e+02|8.987201813e+02|9.370797355e+02|8.910141461e+02|8.378816169e+02|9.441466753e+02|4.394609459e+10|4.425639731e+10|4.450722611e+10|4.424579072e+10|4.389850726e+10|4.459307008e+10|4.063719424e+09|6.459754496e+09|8.806975488e+09|6.431641600e+09|3.971579136e+09|8.891703296e+09|7.869022705e+03|7.878383057e+03|7.884801392e+03|7.877640625e+03|7.868665527e+03|7.886613770e+03
3.931705398e+05|3.939326282e+05|3.145829760e+05|3.435374021e+05|2.434453500e+06|2.447693625e+06|2.470782625e+06|2.450437250e+06|2.428443750e+06|2.472431250e+06|4.589384062e+05|4.925583750e+05|5.433053750e+05|4.950388750e+05|4.463573125e+05|5.437204375e+05|2.001412156e+03|2.007582889e+03|2.012232419e+03|2.006938677e+03|2.001018994e+03|2.012858359e+03|1.491245038e+02|1.552950820e+02|1.599464888e+02|1.546515701e+02|1.487320614e+02|1.605710787e+02|3.873692556e+03|3.899061233e+03|3.936947035e+03|3.902762217e+03|3.864473693e+03|3.941050741e+03|8.337654504e+02|8.747884707e+02|9.403025680e+02|8.798850196e+02|8.178148112e+02|9.419552280e+02|4.368315699e+10|4.403248128e+10|4.441818317e+10|4.407611802e+10|4.364648858e+10|4.450575565e+10|3.845968896e+09|6.112638976e+09|8.633024512e+09|6.239175168e+09|3.542491392e+09|8.935858176e+09|7.865663330e+03|7.874771240e+03|7.881892944e+03|7.874678711e+03|7.864194824e+03|7.885162109e+03
4.212125185e+05|4.212411854e+05|3.270354994e+05|3.588253612e+05|2.425221625e+06|2.445359625e+06|2.466397062e+06|2.446566000e+06|2.424829500e+06|2.468302500e+06|4.660543125e+05|5.119629375e+05|5.455400000e+05|5.049714688e+05|4.589264375e+05|5.510166250e+05|2.001240560e+03|2.006715448e+03|2.013084275e+03|2.006971161e+03|2.001067012e+03|2.012875311e+03|1.489549345e+02|1.544284198e+02|1.607960514e+02|1.546840149e+02|1.487796563e+02|1.605883735e+02|3.861853863e+03|3.896523391e+03|3.933542357e+03|3.897580244e+03|3.859913515e+03|3.935246972e+03|8.415530035e+02|9.018194879e+02|9.396598774e+02|8.917716601e+02|8.323141885e+02|9.512291317e+02|4.349497242e+10|4.393358131e+10|4.419825562e+10|4.388954112e+10|4.345717146e+10|4.432191488e+10|4.457174016e+09|6.825857024e+09|8.427330560e+09|6.797725696e+09|4.224366080e+09|9.371085824e+09|7.861610840e+03|7.870251465e+03|7.878034302e+03|7.869046387e+03|7.856822266e+03|7.881272461e+03
4.452544570e+05|4.458143565e+05|3.662290863e+05|3.967440474e+05|2.422803312e+06|2.441353125e+06|2.461553875e+06|2.440392750e+06|2.417993000e+06|2.462792750e+06|4.482455000e+05|4.965073750e+05|5.476010938e+05|4.974417500e+05|4.405461250e+05|5.543372500e+05|2.001556849e+03|2.006107124e+03|2.012143192e+03|2.006277086e+03|2.000142171e+03|2.012412001e+03|1.492687087e+02|1.538211134e+02|1.598540299e+02|1.539899368e+02|1.478548911e+02|1.601249825e+02|3.857242870e+03|3.891490558e+03|3.922801085e+03|3.888238580e+03|3.849128139e+03|3.927349020e+03|8.257119142e+02|8.765520000e+02|9.422254544e+02|8.824993200e+02|8.111600755e+02|9.538385645e+02|4.332990566e+10|4.360829747e+10|4.404933325e+10|4.368401613e+10|4.327811482e+10|4.408992563e+10|3.715680256e+09|5.754267648e+09|8.943376384e+09|6.545455104e+09|3.215052032e+09|9.875859456e+09|7.856037476e+03|7.863411865e+03|7.872114868e+03|7.864134277e+03|7.853157715e+03|7.875109863e+03
4.680437827e+05|4.687497909e+05|3.917832606e+05|4.221847078e+05|2.424981312e+06|2.439292125e+06|2.457888938e+06|2.440770750e+06|2.421100500e+06|2.460440750e+06|4.708684062e+05|5.030964375e+05|5.397730312e+05|5.064032812e+05|4.605264062e+05|5.522801875e+05|2.001503097e+03|2.006912806e+03|2.011225758e+03|2.006802642e+03|2.001187177e+03|2.012418106e+03|1.492133866e+02|1.546254872e+02|1.589364787e+02|1.545156755e+02|1.488998853e+02|1.601314658e+02|3.858514130e+03|3.887569891e+03|3.919247909e+03|3.889520762e+03|3.855080637e+03|3.923960887e+03|8.476746742e+02|8.917240246e+02|9.379870645e+02|8.929316955e+02|8.358430801e+02|9.500203109e+02|4.332715725e+10|4.360811110e+10|4.390312346e+10|4.363716608e+10|4.327124173e+10|4.400309862e+10|4.560966656e+09|6.584659968e+09|9.139868160e+09|6.939576832e+09|4.222727168e+09|9.656427520e+09|7.851517212e+03|7.862519531e+03|7.870773438e+03|7.861816895e+03|7.851018066e+03|7.872613770e+03
4.914364415e+05|4.921822745e+05|4.115492484e+05|4.320474017e+05|2.418902438e+06|2.433987500e+06|2.448793688e+06|2.432308250e+06|2.412278000e+06|2.452338500e+06|4.493303125e+05|4.916273125e+05|5.328610938e+05|4.894880938e+05|4.417377500e+05|5.372383125e+05|2.001423346e+03|2.006267900e+03|2.010389692e+03|2.005718497e+03|1.999996446e+03|2.011440547e+03|1.491366668e+02|1.539820475e+02|1.581037962e+02|1.534315214e+02|1.477091464e+02|1.591538963e+02|3.855630895e+03|3.880209496e+03|3.908117698e+03|3.876470259e+03|3.841491230e+03|3.911449288e+03|8.229935309e+02|8.709289373e+02|9.162191609e+02|8.699203578e+02|8.103575052e+02|9.294832103e+02|4.302599168e+10|4.336192922e+10|4.369561498e+10|4.337181901e+10|4.299862426e+10|4.374500966e+10|3.517379584e+09|6.083420160e+09|8.389194752e+09|6.225959424e+09|3.386254848e+09|9.065664512e+09|7.846411621e+03|7.857758301e+03|7.863743164e+03|7.855773926e+03|7.844948730e+03|7.866598633e+03
5.113550070e+05|5.101956156e+05|4.424441512e+05|4.633232998e+05|2.414414562e+06|2.431455125e+06|2.448507625e+06|2.430783500e+06|2.409248750e+06|2.452318750e+06|4.478993750e+05|5.007370000e+05|5.360967188e+05|4.920657500e+05|4.402784062e+05|5.438530625e+05|2.001302490e+03|2.005987462e+03|2.010541328e+03|2.005929704e+03|2.000359067e+03|2.011500342e+03|1.490137868e+02|1.536993093e+02|1.582576063e+02|1.536427539e+02|1.480718156e+02|1.592136923e+02|3.845961662e+03|3.878016784e+03|3.906223928e+03|3.874711056e+03|3.837541166e+03|3.911880946e+03|8.137260229e+02|8.751047564e+02|9.289346874e+02|8.727834780e+02|8.082551313e+02|9.373118247e+02|4.294586163e+10|4.324757094e+10|4.355922739e+10|4.327282278e+10|4.285318758e+10|4.369245389e+10|3.149403136e+09|6.533013504e+09|9.034610688e+09|6.340628480e+09|3.433832448e+09|9.247425536e+09|7.845165649e+03|7.852813965e+03|7.860019287e+03|7.852418945e+03|7.841110840e+03|7.863727539e+03
